,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date
4058,1996,Qtr 4,October,2,Boeing,Boeing B 757,Off Pasamayo Peru,Aeroperu,0,70,70,Peru,1996-10-02
4059,1996,Qtr 4,October,3,De Havilland,de Havilland Canada DHC 6 Twin Otter 2009Q,Kahemba Congo,Aviation Malu,0,6,21,Democratic Republic of Congo,1996-10-03
4060,1996,Qtr 4,October,6,Antonov,Antonov 12BRA 11101,Lukapa Angola,Savanair,0,6,19,Angola,1996-10-06
4061,1996,Qtr 4,October,8,Antonov,Antonov AN 124RA,San Francesco al Campo Italy,Aeroflot,2,2,23,Italy,1996-10-08
4062,1996,Qtr 4,October,22,Boeing,Boeing B 707,Manta Ecuador,Air Million,30,4,4,Ecuador,1996-10-22
4063,1996,Qtr 4,October,26,Yakovlev,Yakovlev YAK 40RA,Khanty Russia,Aviatrans Tyumen,0,5,34,Russia,1996-10-26
4064,1996,Qtr 4,October,31,Fokker,Fokker 100PT MRK,Sao Paolo Brazil,(Brazil) TAM,3,95,95,Brazil,1996-10-31
4065,1996,Qtr 4,November,1,Embraer,Embraer 110P1 BandeiranteTG TPA,Near Tikal Guatemala,TAPSA - Profesionales Areos Transported,0,16,16,Guatemala,1996-11-01
4066,1996,Qtr 4,November,7,Cessna,Cessna 421C Golden EagleHB LRX,Aubusson France,S.A. Jetcom,0,8,8,France,1996-11-07
4067,1996,Qtr 4,November,7,Boeing,Boeing B 727,Lagos Nigeria,Corporation Development Aviation,0,143,143,Nigeria,1996-11-07
4068,1996,Qtr 4,November,12,Boeing,Boeing B 747,Near Charkhi Dadri India,Airlines Kazakhstan / Airlines Arabian Saudi,0,349,349,India,1996-11-12
4069,1996,Qtr 4,November,14,Antonov,Antonov AN 2RA,Bolchaïa Pyssa Russia,Avia Komi,0,14,15,Russia,1996-11-14
4070,1996,Qtr 4,November,19,Beechcraft,Beechcraft 1900 C / Beech King Air A90N87GL / N1127D,Quincy Illinois,Private /  Express United,0,14,14,USA,1996-11-19
4071,1996,Qtr 4,November,22,Lockheed Martin,Lockheed HC 130P Hercules64,Off Cape Mendocino CAMilitary,Force Air U.S. -,0,10,11,USA,1996-11-22
4072,1996,Qtr 4,November,23,Boeing,Boeing B 767,Off Mitsamiouli Comoros,Airlines Ethiopian,0,127,175,Comor,1996-11-23
4073,1996,Qtr 4,November,27,Ilyushin,Ilyushin IL 76MDRA,Abakan Siberia,Russia Military - Russian Air Force,0,23,23,Liberia,1996-11-27
4074,1996,Qtr 4,November,30,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,Medellin Colombia,Colombia ACES,0,14,15,Colombia,1996-11-30
4075,1996,Qtr 4,December,7,CASA,CASA 212 Aviocar 100PK VSO,Banjarmasin Indonesia,Services Air Dirgantara,2,16,17,Indonesia,1996-12-07
4076,1996,Qtr 4,December,9,McDonnell Douglas,Douglas C 47AN75142,Boise Idaho,Worldwide Emery,0,2,2,USA,1996-12-09
4077,1996,Qtr 4,December,17,Antonov,Antonov AN 12?,Tver Russia,Force Air Russian - Military,0,18,18,Russia,1996-12-17
4078,1996,Qtr 4,December,21,Antonov,Antonov An 32BHK,Rio Negro Colombia,SELVA,0,4,4,Colombia,1996-12-21
4079,1996,Qtr 4,December,22,McDonnell Douglas,McDonnell Douglas DC 8,Narrows Virginia,Express Airborne,0,6,6,USA,1996-12-22
4080,1996,Qtr 4,December,24,Learjet,Learjet 35AN388LS,Dorchester New,Inc Group Charter HampshireAircraft,0,2,2,New Zealand,1996-12-24
4081,1996,Qtr 4,December,24,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1032,Near Nellore India,Force Air Indian - Military,0,22,22,India,1996-12-24
4082,1997,Qtr 1,January,7,De Havilland,de Havilland Canada DHC 6 Twin Otter 3005W,Near Moamoa Samoa,Airlines Polynesian,0,3,5,American Samoa,1997-01-07
4083,1997,Qtr 1,January,9,Embraer,Embraer 120RT BrasiliaN265CA,Near Monroe Michigan,Comair,0,29,29,USA,1997-01-09
4084,1997,Qtr 1,January,29,De Havilland,de Havilland Canada DHC 4A CaribouN702SC,Sparrevohn Alaska,Air Southcentral,0,1,2,USA,1997-01-29
4085,1997,Qtr 1,January,31,Embraer,Embraer 110P1A Bandeirante5N AXS,Yola Nigeria,Airways Express Skypower,0,5,16,Nigeria,1997-01-31
4086,1997,Qtr 1,February,1,Hawker Siddeley,Hawker Siddeley HS 748,Tambacoumba Senegal,Senegal Air,0,25,52,Senegal,1997-02-01
4087,1997,Qtr 1,February,2,CASA,CASA 212 Aviocar 200T 400,Near Quiangala Angola,Angola de Populaire Area Force,0,37,37,Angola,1997-02-02
4088,1997,Qtr 1,February,4,Sikorsky,Sikorsky CH53D / Sikorsky CH53D357 / 903,Northern IsraelMilitary - Israel Air Force /Military -  Israel Air Force,,0,73,73,Israel,1997-02-04
4089,1997,Qtr 1,February,14,Boeing,Boeing B 737,Carajas Brazil,Varig,0,1,52,Brazil,1997-02-14
4090,1997,Qtr 1,February,19,Israel Aerospace Industries (IAI),IAI 1124 WestwindYV 160CP,Guatemala City Guatemala,Transpolar,0,5,5,Guatemala,1997-02-19
4091,1997,Qtr 1,March,12,Antonov,Antonov AN 12BD2,Lucapa Angola,ALADA,0,16,16,Angola,1997-03-12
4092,1997,Qtr 1,March,13,Lockheed Martin,Lockheed C 130HF?,Near Mashhad Iran,Force Air Iranian - Military,0,88,88,Iran,1997-03-13
4093,1997,Qtr 1,March,18,Antonov,Antonov AN 24RVRA,Cherkessk Russia,Airlines Stavropol,0,50,50,Russia,1997-03-18
4094,1997,Qtr 2,April,1,Lockheed Martin,Lockheed C 130H Hercules88,Tegucigalpa Honduras,Force Air U.S. - Military,0,3,10,Honduras,1997-04-01
4095,1997,Qtr 2,April,4,Aviation Traders,Aviation Traders ATL 98 CarvairN83FA,Griffin Georgia,Service Air Custom,0,2,2,USA,1997-04-04
4096,1997,Qtr 2,April,10,Cessna,Cessna 208B Caravan IN408GV,Near Wainwright Alaska,Services Aviation Hageland,0,5,5,USA,1997-04-10
4097,1997,Qtr 2,April,14,Fokker,Fokker F 27 Friendship 600D2,Brazzaville Democratic,Airlines Angola CongoTAAG Republic,0,3,7,Democratic Republic of Congo,1997-04-14
4098,1997,Qtr 2,April,15,Yakovlev,Yakovlev 404K 87504,Gyandzha Azerbaijan,Airlines Azerbaijan,0,6,6,Azerbaijan,1997-04-15
4099,1997,Qtr 2,April,16,Lockheed Martin,Lockheed C 130H Hercules5U,Near Sorei Niger,Force Air Niger - Military,0,14,14,Niger,1997-04-16
4100,1997,Qtr 2,April,19,British Aerospace,British Aerospace ATPPK MTX,Tanjung Pandan Indonesia,Airlines Nusantara Merpati,0,15,53,Indonesia,1997-04-19
4101,1997,Qtr 2,April,23,Antonov,Antonov AN 26?,Near Konduz Afghanistan,Force Air Republican Afghan - Military,0,36,36,Afghanistan,1997-04-23
4102,1997,Qtr 2,May,8,Boeing,Boeing B 737,Huangtian China,Airlines Southern China,0,35,74,China,1997-05-08
4103,1997,Qtr 2,June,6,Vickers,Vickers Viscount 781D9Q CWL,Near Irumu Congo,Bazair,0,27,27,Democratic Republic of Congo,1997-06-06
4104,1997,Qtr 2,June,10,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Mandalgobi Mongolia,Airlines Mongolian - MIAT,0,7,12,Mongolia,1997-06-10
4105,1997,Qtr 3,July,3,Fokker,Fokker F 27 Friendship 200VT,Madh Island India,Airlines Elbee,0,2,2,India,1997-07-03
4106,1997,Qtr 3,July,6,,Mil Mi 17 (helicopter)?,Near Saravena Colombia,Army Colombian - Military,0,25,29,Colombia,1997-07-06
4107,1997,Qtr 3,July,9,Fokker,Fokker 100PT WHK,Suzano Brazil,(Brazil) TAM,0,1,60,Brazil,1997-07-09
4108,1997,Qtr 3,July,11,Antonov,Antonov AN 24CU,Off Santiago de Cuba Cuba,Aviacion de Cubana,0,44,44,Cuba,1997-07-11
4109,1997,Qtr 3,July,17,Fokker,Fokker F 27 Friendship 600PK,Bandung Indonesia,Air Sempati,0,30,50,Indonesia,1997-07-17
4110,1997,Qtr 3,July,18,De Havilland,de Havilland Canada DHC 6 Twin Otter 300P2,Goroka,Services Air GuineaGoroka New,0,2,4,Papua New Guinea,1997-07-18
4111,1997,Qtr 3,July,29,Rohrbach,BAC One Eleven 203AE5N,Calabar  Nigeria,Airlines ADC,0,1,55,Nigeria,1997-07-29
4112,1997,Qtr 3,July,30,Aérospatiale,Aerospatiale ATR 42,Florence Italy,Littoral Air,0,1,17,Italy,1997-07-30
4113,1997,Qtr 3,August,6,Boeing,Boeing B 747,Agana Guam,Airlines Korean,0,228,254,USA,1997-08-06
4114,1997,Qtr 3,August,7,McDonnell Douglas,McDonnell Douglas DC 8,Miami Florida,Air Fine,1,4,4,USA,1997-08-07
4115,1997,Qtr 3,August,10,Dornier,Dornier Do 228,Matsu Island Taiwan,Airlines Formosa,0,16,16,Taiwan,1997-08-10
4116,1997,Qtr 3,August,29,Pilatus,Pilatus PC 6 Turbo Porter / Cessna 206FAC1115,Puerto Inirida Venezuela,Satena,0,12,12,Venezuela,1997-08-29
4117,1997,Qtr 3,September,3,Tupolev,Tupolev TU 134VN,Phnom Penh Cambodia,Airlines Vietnam,0,65,66,Cambodia,1997-09-03
4118,1997,Qtr 3,September,6,Dornier,Dornier 228 2129M,Near Miri Malaysia,Airways Borneo,0,10,10,Malaysia,1997-09-06
4119,1997,Qtr 3,September,12,De Havilland,de Havilland Canada DHC 6 Twin Otter 3009Q,Near Uvira Zaire,Commuter Air TMK,0,22,22,Republic of Congo,1997-09-12
4120,1997,Qtr 3,September,13,Tupolev,Tupolev TU 154M / C,Off Namibia Africa,USAF - Military / Luftwaffe - Military,0,33,33,Namibia,1997-09-13
4121,1997,Qtr 3,September,26,Airbus,Airbus A300 B4,Buah Nabar Indonesia,Airlines Indonesia Garuda,0,234,234,Indonesia,1997-09-26
4122,1997,Qtr 4,October,8,Cessna,Cessna 208B Caravan IN12022,Near Montrose Colorado,Airlines Scenic,0,9,9,USA,1997-10-08
4123,1997,Qtr 4,October,10,McDonnell Douglas,McDonnell Douglas DC 9,Nuevo Berlin Uruguay,(Argentina) Aeras Lineas Austral,0,74,74,Uruguay,1997-10-10
4124,1997,Qtr 4,October,10,Lockheed Martin,Lockheed C 130H Hercules1310,Taipei Taiwan,Force Air China of Republic - Military,0,5,5,Taiwan,1997-10-10
4125,1997,Qtr 4,October,12,,Rutan Long EZ (experimental aircraft)N555JD,Monterey Bay near,California         Grove Pacific Private,0,1,1,Equatorial Guinea,1997-10-12
4126,1997,Qtr 4,October,29,Yakovlev,Yakovlev YAK 40YA,Jalal-Abad Afghanistan,Airlines Afghan Ariana,0,2,26,Afghanistan,1997-10-29
4127,1997,Qtr 4,November,8,Cessna,Cessna 208B Caravan IN750GC,Near Barrow Alaska,Services Aviation Hageland,0,8,8,USA,1997-11-08
4128,1997,Qtr 4,December,5,Antonov,Antonov AN 124,Irkutsk-2 Russia,Force Air Russian - Military,44,23,23,Russia,1997-12-05
4129,1997,Qtr 4,December,9,Embraer,Embraer 110P1 BandeiranteC GVRO,Little Grand Rapids Canada,Air Sowind,0,4,17,Canada,1997-12-09
4130,1997,Qtr 4,December,13,Swearingen,Swearingen SA 226T Metro IICP,La Veriente Bolivia,STAP,0,10,19,Bolivia,1997-12-13
4131,1997,Qtr 4,December,15,Tupolev,Tupolev TU 154EY,Sharjah United,Airlines EmiratesTajikistan Arab,0,85,86,UK,1997-12-15
4132,1997,Qtr 4,December,17,Yakovlev,Yakovlev YAK 42UR,Fotina Greece,(LVOV) Airlines Aerosweet,0,70,70,Greece,1997-12-17
4133,1997,Qtr 4,December,19,Boeing,Boeing B 737,Near Palembang Indonesia,Silk,0,104,104,Indonesia,1997-12-19
4134,1997,Qtr 4,December,20,Lockheed Martin,Lockheed C 130H Hercules750,Tanagra Greece,Force Air Greek - Military,0,5,5,Greece,1997-12-20
4135,1997,Qtr 4,December,27,Antonov,Antonov An 72ER,Atlantic Ocean off,Airways AngolaRenan,0,5,5,International waters,1997-12-27
4136,1997,Qtr 4,December,28,Boeing,Boeing B 747,Over the Pacific OceanUnited Air Lines,,0,1,393,International Waters,1997-12-28
4137,1997,Qtr 4,December,31,Britten Norman,Britten Norman BN 2A TrislanderHP,Rio Sidra Panama,Parsa,0,10,10,Panama,1997-12-31
4138,1998,Qtr 1,January,13,Let,Let 410UVPYV 928CP,Brno Czech,International RepublicAeroservice,0,2,2,Czech Republic,1998-01-13
4139,1998,Qtr 1,January,13,Antonov,Antonov AN 12BPYA,Tor Kach Pakistan,Airlines Afghan Ariana - Military,0,51,51,Pakistan,1998-01-13
4140,1998,Qtr 1,January,27,Fokker,Fokker F 27 Friendship 600XY,Yangon (Rangoon) Myanmar,Airways Myanmar,0,16,45,Myanmar,1998-01-27
4141,1998,Qtr 1,February,2,McDonnell Douglas,McDonnell Douglas DC 9,Cagyan de Oro Philippines,Air Pacific Cebu,0,104,104,Philippines,1998-02-02
4142,1998,Qtr 1,February,3,Grumman,Grummand EA 6B163045/CY,Near Cavalese Trento,Italy Military - U.S. Marine Corps,20,0,2,Italy,1998-02-03
4143,1998,Qtr 1,February,4,Antonov,Antonov 12BPLZ SFG,Terceira Portugal,Luxor Air,0,7,7,Portugal,1998-02-04
4144,1998,Qtr 1,February,5,CASA,CASA 212 S1 Aviocar 100D,Near Navafria Spain,Force Air Spanish - Military,0,5,5,Spain,1998-02-05
4145,1998,Qtr 1,February,12,Antonov,Antonov AN 32?,Near Nasir Sudan,Force Air Sudan - Military,0,27,57,Sudan,1998-02-12
4146,1998,Qtr 1,February,16,Airbus,Airbus A300 622RB,Taipei Taiwan,(Taiwan) Airlines China,7,196,196,Taiwan,1998-02-16
4147,1998,Qtr 1,March,10,Boeing,Boeing 707 336CSU,Mombasa Kenya,Memphis Air,0,6,6,Kenya,1998-03-10
4148,1998,Qtr 1,March,18,Saab,Saab340BB  12255,Off Hsinchu Taiwan,Airlines Formosa,0,13,13,Taiwan,1998-03-18
4149,1998,Qtr 1,March,19,Boeing,Boeing B 727,Near Charasyab Afghanistan,Airlines Afghan Ariana,0,45,45,Afghanistan,1998-03-19
4150,1998,Qtr 1,March,22,Airbus,Airbus A.320 214RP,Bacolod Philippines,Lines Air Philippine,3,0,127,Philippines,1998-03-22
4151,1998,Qtr 1,March,28,Antonov,Antonov AN 32OB,Piura Peru,Peru del Aérea Fuerza,1,22,55,Peru,1998-03-28
4152,1998,Qtr 1,March,31,Convair,Convair CV 240,Near Mexico City Mexico,Carga de Mexicana Aérea Linea,0,2,4,Mexico,1998-03-31
4153,1998,Qtr 2,April,20,Boeing,Boeing B 727,Near Bogota Colombia,France Air,0,53,53,Colombia,1998-04-20
4154,1998,Qtr 2,May,5,Boeing,Boeing B 737,Andoas Peru,Peru del Aérea Fuerza,0,75,88,Peru,1998-05-05
4155,1998,Qtr 2,May,12,Xian Yunshuji,Xian Yunshuji Y 7,Near Nema Mauritania,Force Air Mauritanian - Military,0,39,42,Mauritania,1998-05-12
4156,1998,Qtr 2,May,25,Bell,Bell 206L 3N96CW,Indian Trail North,Inc. Helicopters US - Taxi CarolinaAir,0,5,5,"Korea, North",1998-05-25
4157,1998,Qtr 2,May,25,Yakovlev,Yakovlev YAK 4034001,Near Longtiang Laos,Force Air Army Liberation People's Lao - Military,0,26,26,Laos,1998-05-25
4158,1998,Qtr 2,May,26,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Near Erdenet Mongolia,Airlines Mongolian - MIAT,0,28,28,Mongolia,1998-05-26
4159,1998,Qtr 2,June,18,Swearingen,Swearingen SA 226TC Metroliner IIC,Montreal Canada,Propair,0,11,11,Canada,1998-06-18
4160,1998,Qtr 2,June,25,Eurocopter,Eurocopter AS 350,Mt. Waialeale Hawaii,Tours Helicopter Ohana - Taxi Air,0,6,6,USA,1998-06-25
4161,1998,Qtr 3,July,13,Ilyushin,Ilyushin 76MDUR 76424,Off Rasal United,Aircompany EmiratesATI Arab,0,8,8,UK,1998-07-13
4162,1998,Qtr 3,July,16,Rockwell,Rockwell Sabreliner 60LV WPO,Córdoba Argentina,Sur del Alas,0,3,3,Argentina,1998-07-16
4163,1998,Qtr 3,July,17,Ilyushin,Ilyushin II 76UR,Asmara Eritrea,Company Transport Aviation Ukraine,0,10,10,Eritrea,1998-07-17
4164,1998,Qtr 3,July,23,,Shorts SC 7 Skyvan 3,Pico de Orizaba Mexico,Force Air Mexican - Military,0,4,4,Mexico,1998-07-23
4165,1998,Qtr 3,July,27,Consolidated,Consolidated PBY 5A CatalinaVP,Southhampton England,Sailing Plane,0,4,18,UK,1998-07-27
4166,1998,Qtr 3,July,28,Swearingen,Swearingen SA.227AC Metro IIIEC FXD,Barcelona Spain,Swifair,0,2,2,Spain,1998-07-28
4167,1998,Qtr 3,July,29,Embraer,Embraer 110 BandeirantePT LGN,Manacapuru River Brazil,Aero Taxi Selva,0,5,24,Brazil,1998-07-29
4168,1998,Qtr 3,July,30,Cessna,Beechcraft 1900D / Cessna 177F GSJM/F,Near Quiberon France,Private / Air Proteus,0,15,15,France,1998-07-30
4169,1998,Qtr 3,July,30,Dornier,Dornier 228 201VT,Kochi India,Airlines Alliance,2,6,6,India,1998-07-30
4170,1998,Qtr 3,August,4,De Havilland,de Havilland Dash 2 BeaverC,Kincolith British,Canada          Columbia Harbour Air Seaplanes Ltd.,0,5,5,UK,1998-08-04
4171,1998,Qtr 3,August,11,Antonov,Antonov An 12BPD2,Saurimo Angola,ALADA,0,1,13,Angola,1998-08-11
4172,1998,Qtr 3,August,19,Cessna,Cessna 402CZK VAC,Foveaux Strait New,Aviation ZealandVincent,0,5,10,New Zealand,1998-08-19
4173,1998,Qtr 3,August,21,De Havilland,de Havilland Canada DHC 6 Twin Otter 3009N,Near Ghorepani Nepal,Airways Lumbini,0,18,18,Nepal,1998-08-21
4174,1998,Qtr 3,August,24,,DC  3,Pretoria South,Couriers Service AfricaSpeed,0,1,2,South Africa,1998-08-24
4175,1998,Qtr 3,August,24,Fokker,Fokker F 27 Friendship 600XY,Manibagi Myanmar,Airways Myanmar,0,44,44,Myanmar,1998-08-24
4176,1998,Qtr 3,August,29,Tupolev,Tupolev TU 154MCU,Quito Ecuador,Aviacion de Cubana,10,70,91,Ecuador,1998-08-29
4177,1998,Qtr 3,September,2,McDonnell Douglas,McDonnell Douglas MD 11HB,Off Peggy's Cove Nova,Canada          Scotia Swissair,0,229,229,Canada,1998-09-02
4178,1998,Qtr 3,September,2,Antonov,Antonov AN 26RA,AngolaPermaviatrans,,0,24,24,Angola,1998-09-02
4179,1998,Qtr 3,September,9,De Havilland,de Havilland Dash 2 float planeN1433Z,Port Alsworth Alaska,Inc. Service Flying Rusts,0,5,5,USA,1998-09-09
4180,1998,Qtr 3,September,10,Lockheed Martin,Lockheed C 130B Hercules24143,Islamabad Pakistan,Force Air Pakistan - Military,0,5,5,Pakistan,1998-09-10
4181,1998,Qtr 3,September,25,British Aerospace,British Aerospace BAe 146,Near Nador Morroco,Air Paukn,0,38,38,Morocco,1998-09-25
4182,1998,Qtr 3,September,28,De Havilland,de Havilland Canada DHC 6 Twin Otter 300D4,Praia Cape,Airlines Verde VerdeCabo,0,1,22,Cape Verde,1998-09-28
4183,1998,Qtr 3,September,29,Antonov,Antonov AN 24RVEW,Off Mannar Sri,LankaLionair,0,55,55,Sri Lanka,1998-09-29
4184,1998,Qtr 4,October,2,McDonnell Douglas,Douglas DC 3CYV,Near Canaima Venezuela,Servivensa,0,1,27,Venezuela,1998-10-02
4185,1998,Qtr 4,October,10,Boeing,Boeing B 727,Near Kindu Congo,Airline Congo,0,41,41,Democratic Republic of Congo,1998-10-10
4186,1998,Qtr 4,October,21,Yakovlev,Yakovlev YAK 40EK,Yerevan Armenia,Avia Ararat,4,0,37,Armenia,1998-10-21
4187,1998,Qtr 4,October,25,Britten,Britten  Norman BN,Rwenzori mountains Uganda,Aviation Tana,0,4,11,Uganda,1998-10-25
4188,1998,Qtr 4,November,1,McDonnell Douglas,Douglas DC 3CN3FY,Near Quetzaltenango Guatemala,Charter Ministries Teaching Water Living,0,11,18,Guatemala,1998-11-01
4189,1998,Qtr 4,November,11,Antonov,Antonov AN 12RA,Near Krasnoyarsk Russia,Airlines Sakha,0,13,13,Russia,1998-11-11
4190,1998,Qtr 4,November,21,,Burgess RV 6 experimentalN956DB,Edgewater Maryland,Private,0,1,1,USA,1998-11-21
4191,1998,Qtr 4,December,7,Britten,Britten  Norman TrislanderC,Baie-Comeau Canada,Satellite Air,0,7,10,Canada,1998-12-07
4192,1998,Qtr 4,December,11,Airbus,Airbus A 310,Near Surat Thani Thailand,Airways Thai,0,102,146,Thailand,1998-12-11
4193,1998,Qtr 4,December,14,Antonov,Antonov AN 12BPUR,Near Cuito Angola,Aircompany Khors,0,11,11,Angola,1998-12-14
4194,1998,Qtr 4,December,17,Antonov,Antonov 12S9 SAT,Saurimo Angola,Zanex,0,1,10,Angola,1998-12-17
4195,1998,Qtr 4,December,22,Antonov,Antonov 32BHK 3930X,Medellín Colombia,SELVA,0,5,5,Colombia,1998-12-22
4196,1998,Qtr 4,December,26,Lockheed Martin,Lockheed Martin L 100,Vila Nova Angola,Transafrik,0,14,14,Angola,1998-12-26
4197,1999,Qtr 1,January,2,Lockheed Martin,Lockheed L 100,Near Huambo Angola,Charter Nations United - Transafrik,0,9,9,Angola,1999-01-02
4198,1999,Qtr 1,January,12,Fokker,Fokker F 27 Friendship 600G,Guernsey Channel,England          Islands Channel Express,0,2,2,International waters,1999-01-12
4199,1999,Qtr 1,January,13,McDonnell Douglas,Douglas DC 3CC,Mayne Island British,Canada          Columbia Kelowna Flightcraft Air Charter,0,2,2,UK,1999-01-13
4200,1999,Qtr 1,January,13,Boeing,Boeing KC 135E59,Geilenkirchen Germany,Guard National Air German - Military,0,4,4,Germany,1999-01-13
4201,1999,Qtr 1,January,16,Britten Norman,Britten Norman BN 2A,Coconut Island QLD,Australia Uzu Air,0,3,4,Australia,1999-01-16
4202,1999,Qtr 1,January,21,Antonov,Antonov AN 26?,Bluefields Nicaragua,Nicaragua Aérea Fuerza,0,28,28,Nicaragua,1999-01-21
4203,1999,Qtr 1,February,2,Antonov,Antonov AN 12EL,Luanda Angola,Savannair,13,14,14,Angola,1999-02-02
4204,1999,Qtr 1,February,3,Britten Norman,Britten Norman BN 2A TrislanderP2,Hoskins Papua,GuineaAirlink New,0,11,11,Papua New Guinea,1999-02-03
4205,1999,Qtr 1,February,8,Lockheed Martin,Lockheed L 188A Electra9Q,Kinshasa,Karibu CongoAir Republic Democratic,0,7,7,Democratic Republic of the Congo,1999-02-08
4206,1999,Qtr 1,February,24,Tupolev,Tupolev TU 154B,Rui'an China,Airlines Southwest China,0,61,61,China,1999-02-24
4207,1999,Qtr 1,February,25,Dornier,Dornier 328 110D,Genoa Italy,Airlines Minerva,0,4,31,Italy,1999-02-25
4208,1999,Qtr 1,March,7,Antonov,Antonov AN 32 TransportK2673,New Delhi India,Force Air Indian - Military,3,19,19,India,1999-03-07
4209,1999,Qtr 1,March,18,McDonnell Douglas,Douglas DC 3C (C,Near Tame Colombia,Colombia ALIANSA,8,8,8,Colombia,1999-03-18
4210,1999,Qtr 1,March,19,De Havilland,de Havilland Canada DHC 6 Twin Otter 300C,Davis Inlet Newfoundland,Canada Provincial Airlines,0,1,2,Canada,1999-03-19
4211,1999,Qtr 2,April,7,Boeing,Boeing 737 4Q8TC,Near Ceyhan Turkey,(THY) Airlines Turkish,0,6,6,Turkey,1999-04-07
4212,1999,Qtr 2,April,7,Learjet,Learjet 24DPT LEM,Ribeirao Preto Brazil,Aéreo Táxi Manacá,0,5,5,Brazil,1999-04-07
4213,1999,Qtr 2,April,8,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,Near Malaga Colombia,Aerotaca,0,5,5,Colombia,1999-04-08
4214,1999,Qtr 2,April,15,McDonnell Douglas,McDonnell Douglas MD 11HL,Shanghi China,Air Korean,0,3,3,China,1999-04-15
4215,1999,Qtr 2,May,8,De Havilland,de Havilland Canada DHC 6 Twin Otter 300YJ,Off Port Vila Vanuatu,Vanair,0,7,12,Vanuatu,1999-05-08
4216,1999,Qtr 2,May,24,De Havilland,de Havilland Canada DHC 4AM21,Kuching Malaysia,Force Air Malaysian - Military,0,5,5,Malaysia,1999-05-24
4217,1999,Qtr 2,May,29,Let,Let 410UVP E5Y,Ol Kiombo Kenya,Services Air Malindi,0,2,2,Kenya,1999-05-29
4218,1999,Qtr 2,June,1,McDonnell Douglas,McDonnell Douglas MD 82N215AA,Little Rock Arkansas,Airlines American,0,11,145,USA,1999-06-01
4219,1999,Qtr 2,June,3,Antonov,Antonov 32?,Near Khartoum Sudan,Force Air Sudan - Military,0,50,50,Sudan,1999-06-03
4220,1999,Qtr 2,June,9,Britten,Britten  Norman BN,Coron Philippines,Airways Pacific,0,1,1,Philippines,1999-06-09
4221,1999,Qtr 2,June,9,Eurocopter,Eurocopter AS 350BAN6099S,Juneau Alaska,Inc. Helicopters Coastal - Taxi Air,0,7,7,USA,1999-06-09
4222,1999,Qtr 2,June,17,Embraer,Embraer 110P2 BandeiranteP2 ALX,Goroka Papua,GuineaAirlink New,0,17,17,Papua New Guinea,1999-06-17
4223,1999,Qtr 2,June,25,De Havilland,de Havilland Canada DHC 3 OtterC,Long Haul Lake Manatoba,Canada Blue Water Aviation Services,0,1,2,Canada,1999-06-25
4224,1999,Qtr 3,July,1,Antonov,Antonov 12BTN AFR,Luzamba Angola,Savanair,0,1,5,Angola,1999-07-01
4225,1999,Qtr 3,July,2,Fokker,Fokker F 27 Friendship 600XY,Sittwe Myanmar,Airways Myanmar,0,8,8,Myanmar,1999-07-02
4226,1999,Qtr 3,July,4,McDonnell Douglas,Douglas DC 6AHK,Villavicencio Colombia,Colombia LANC,0,5,18,Colombia,1999-07-04
4227,1999,Qtr 3,July,7,Boeing,Boeing 727 243FVT,Near Kathmandu Nepal,Airlines Cargo Lufthansa,0,5,5,Nepal,1999-07-07
4228,1999,Qtr 3,July,9,Hawker Siddeley,Hawker Siddeley HS 125XA,Toluca  Mexico,Express Jet Aero,0,4,4,Mexico,1999-07-09
4229,1999,Qtr 3,July,16,,Piper PA 32,Off Martha's Vineyard Massachusetts,Private,0,3,3,USA,1999-07-16
4230,1999,Qtr 3,July,23,De Havilland,de Havilland Canada DHC 7,Near Orito Colombia,Army U.S. - Military,0,7,7,Colombia,1999-07-23
4231,1999,Qtr 3,July,23,Boeing,Boeing B 747JA8966,Tokyo Japan,Airways Nippon All,0,1,517,Japan,1999-07-23
4232,1999,Qtr 3,July,24,Embraer,Embraer 110P1 BandeiranteDQ AFN,Nasevou Village Fiji,Fiji Air,0,17,17,Fiji,1999-07-24
4233,1999,Qtr 3,August,7,Dornier,Dornier 228 201D4,Santo Antao Cape,Airlines Verde IslandsTACV-Cabo Verde,0,18,18,Cape Verde,1999-08-07
4234,1999,Qtr 3,August,22,McDonnell Douglas,McDonnell Douglas MD 11B,Hong Kong China,(Taiwan) Airlines China,0,3,315,China,1999-08-22
4235,1999,Qtr 3,August,24,McDonnell Douglas,McDonnell Douglas MD 90,Hualian Taiwan,Air Uni,0,1,96,Taiwan,1999-08-24
4236,1999,Qtr 3,August,26,Yakovlev,Yakovlev YAK 40UK,Turtkul Uzbekistan,Airways Uzbekistan,0,2,33,Uzbekistan,1999-08-26
4237,1999,Qtr 3,August,31,Boeing,Boeing B 737,Buenos Aires Argentina,Lineas Aereas Privadas Argentinas           LAPA,2,63,103,Argentina,1999-08-31
