Unnamed: 0,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date,Weekday
184,1929,Qtr 2,May,9,Ford,Ford Tri motor 4M,Tampico Mexico,Mexicana,0,5,5,Mexico,1929-05-09,Thursday
185,1929,Qtr 2,May,18,Fokker,Fokker F IIIH,Tököl,HungaryMALERT Pest,0,2,2,Hungary,1929-05-18,Saturday
186,1929,Qtr 2,May,22,Unknown,Cams 53F AISX,AlgiersAeropostale,Unknown,0,4,6,Algeria,1929-05-22,Wednesday
187,1929,Qtr 2,June,13,Fokker,Fokker F XNC9700,Santiago de Cuba Cuba,Airways American Pan,0,2,5,Cuba,1929-06-13,Thursday
188,1929,Qtr 2,June,14,Breguet,Breguet 14F AFEJ,Barcelona Spain,Aeropostale,0,1,2,Spain,1929-06-14,Friday
189,1929,Qtr 2,June,17,Handley Page,Handley Page W 10G,Off Dungeness England,Airways Imperial,0,7,13,UK,1929-06-17,Monday
190,1929,Qtr 2,June,24,Ford,Ford 5 AT,St. Paul Minnesota,Airlines Orient Northwest,0,1,8,USA,1929-06-24,Monday
191,1929,Qtr 2,June,29,Unknown,Domier Delphin III (flying boat)D 1620,Near Lindau Bavaria,Germany Bodensee Aerolloyd,0,5,5,Germany,1929-06-29,Saturday
192,1929,Qtr 2,June,29,Aerocomp Comp Air,Travel Air 4000NC5435,Columbus Ohio,Lines Air Continental,0,1,1,USA,1929-06-29,Saturday
193,1929,Qtr 3,August,11,Lockheed Martin,Lockheed 5 VegaNC870E,Clovis New,Airlines States MexicoMiddle,0,4,4,New Zealand,1929-08-11,Sunday
194,1929,Qtr 3,August,24,Kalinin,Kalinin K 4CCCP,Sochi Russia,Ukvozduchput,0,1,1,Russia,1929-08-24,Saturday
195,1929,Qtr 3,August,24,Fokker,Fokker FG IID 757,Elm Germany,Lufthansa Deutsche,0,4,5,Germany,1929-08-24,Saturday
196,1929,Qtr 3,September,2,Lockheed Martin,Lockheed VegaNR859E,Needles California,Aviators Associated,0,1,2,USA,1929-09-02,Monday
197,1929,Qtr 3,September,3,Ford,Ford 5 AT,Mt. Taylor near,New Mexico          Grants Trans Continental Air Transport,0,8,8,Equatorial Guinea,1929-09-03,Tuesday
198,1929,Qtr 3,September,6,De Havilland,de Havilland DH 66 HerculesG,Jask Iran,Airways Imperial,0,3,5,Iran,1929-09-06,Friday
199,1929,Qtr 3,September,14,Latecoere,Latecoere 25F AIUJ,North Atlantic OceanAeropostale,Unknown,0,6,6,International Waters,1929-09-14,Saturday
200,1929,Qtr 3,September,14,Aerocomp Comp Air,Travel Air 6000CF ABE,Saint Catharines Ontario,Skyways,0,6,6,Canada,1929-09-14,Saturday
201,1929,Qtr 3,September,17,Fairchild,Fairchild 71?,Jacumba California,Airways Pickwick,0,1,2,USA,1929-09-17,Tuesday
202,1929,Qtr 3,September,17,Latecoere,Latecoere 25 3,Off Larache Morocco,Aeropostale,0,5,5,Morocco,1929-09-17,Tuesday
203,1929,Qtr 3,September,17,Unknown,Pitcairn PA 6 Mailwing?,Mt Lamentation Connecticut,Transport Air Colonial,0,1,1,USA,1929-09-17,Tuesday
204,1929,Qtr 4,October,26, Short Brothers,Short Calcutta (flying boat)G AADN,Off Spezia Italy,Airways Imperial,0,7,7,Italy,1929-10-26,Saturday
205,1929,Qtr 4,October,29,Stearman,Stearman C 38?,Mount Vernon Ohio,Lines Air Continental,0,1,1,USA,1929-10-29,Tuesday
206,1929,Qtr 4,October,31,Loening,Loening C 2CNC9158,Off Bremerton Washington,Lines Air Gorst / Taxi Air Bremerton-Seattle,0,2,2,USA,1929-10-31,Thursday
207,1929,Qtr 4,November,4,Unknown,Lockheed Vega 5NC46M,Cerro del Carbon Mexico,Transportes de Aeronautica Corp.,0,4,4,Mexico,1929-11-04,Monday
208,1929,Qtr 4,November,6,Junkers,Junkers G 24D,Near Godstone Surrey,England Deutsche Lufthansa,0,7,8,UK,1929-11-06,Wednesday
209,1929,Qtr 4,November,16,Liore et Olivier,Liore et Olivier 190F AIGB,Off Corsica France,Union Air,0,3,3,France,1929-11-16,Saturday
210,1929,Qtr 4,November,20,Savoia Marchetti,Savoia Marchetti S55I TACO,Terranova Pausania East,Mediterranea Aerea Società SardiniaS.A.M.,0,1,12,East Timor (Timor-Leste),1929-11-20,Wednesday
211,1929,Qtr 4,November,30,Stearman,Stearman M 2 SpeedmailNC8199,Vancouver Washington,Lines Air Varney,0,1,1,USA,1929-11-30,Saturday
212,1929,Qtr 4,December,2,McDonnell Douglas,Douglas M 3NC789,Chagrin Falls Ohio,Transport Air National,0,1,1,USA,1929-12-02,Monday
213,1929,Qtr 4,December,19,Arado,Arado V1D 1594,Near Berlin Germany,Lufthansa Deutsche,0,2,3,Germany,1929-12-19,Thursday
214,1929,Qtr 4,December,30,Aerocomp Comp Air,Travel Air B6000?,Amarillo Texas,Transport Air Continental Trans,0,5,5,USA,1929-12-30,Monday
215,1930,Qtr 1,January,2,Unknown,??,Off Venice California?,Unknown,0,10,10,USA,1930-01-02,Thursday
216,1930,Qtr 1,January,10,Boeing,Boeing 95NC184E,Brawnson Nebraska,Transport Air Boeing,0,1,1,USA,1930-01-10,Friday
217,1930,Qtr 1,January,13,Farman,Farman 190F AJJK,Antananarivo Madagascar,Orient Air,0,3,3,Madagascar,1930-01-13,Monday
218,1930,Qtr 1,January,19,Ford,Ford 5 AT,Oceanside California,Airlines Maddux,0,16,16,USA,1930-01-19,Sunday
219,1930,Qtr 1,January,25,Latecoere,Latecoere 25F AJCL,Off Ceuta Spain,Aeropostale,0,2,2,Spain,1930-01-25,Saturday
220,1930,Qtr 1,January,27,Aerocomp Comp Air,Travel Air A6000A?,Kansas City Missouri,Corporation) Aviation (Universal Airlines  Central,0,5,5,USA,1930-01-27,Monday
221,1930,Qtr 1,February,3,Unknown,Pitcairn PA 6 MailwingNC801H,Hartford Connecticut,Transport Air Colonial,0,1,1,USA,1930-02-03,Monday
222,1930,Qtr 1,February,10,Farman,Farman F 63F,Marden England,Union Air,0,2,6,UK,1930-02-10,Monday
223,1930,Qtr 2,April,18,Fairchild,Fairchild 71NC9148,Jersey City New,Airways Colonial JerseyCanadian,0,4,4,New Zealand,1930-04-18,Friday
224,1930,Qtr 2,May,10,Latecoere,Latecoere 28F AJPD,Buenos Aires Argentina,Aeropostale,0,3,4,Argentina,1930-05-10,Saturday
225,1930,Qtr 2,June,5,Ford,Ford Tri Motor 5NC9675,Boston Massachusetts,Transport Air Colonial,0,1,15,USA,1930-06-05,Thursday
226,1930,Qtr 3,July,7,Dornier,Dornier WalD 864,Bornholm Denmark,Lufthansa Deutsche,0,5,8,Denmark,1930-07-07,Monday
227,1930,Qtr 3,July,10,Unknown,Lockheed Vega 5NC 394H,Arkansas Pass Texas,Airways Cross,0,5,5,USA,1930-07-10,Thursday
228,1930,Qtr 3,July,21,Junkers,Junkers F 13geG,Near Meopham Kent,England Walcot Air Line,0,6,6,UK,1930-07-21,Monday
229,1930,Qtr 3,August,22,Ford,Ford 5 AT,Iglau Czechoslovakia,Aerolinie Ceskoslovenske,0,10,11,Slovakia,1930-08-22,Friday
230,1930,Qtr 3,September,11,Sabca,Sabca F VIIOO,Croydon England,Sabena,0,2,2,UK,1930-09-11,Thursday
231,1930,Qtr 3,September,25,Boeing,Boeing 40CF AIN,Edmonton Alberta,Canada Western Canada Airways,0,3,3,Canada,1930-09-25,Thursday
232,1930,Qtr 4,October,5,Royal Airship Works,Royal Airship Works R 101G,Near Beauvais France,Ministry Air British - Military,0,48,54,France,1930-10-05,Sunday
233,1930,Qtr 4,October,6,Messerschmitt,Messerschmitt M 20BD,Dresden Germany,Lufthansa Deutsche,0,8,8,Germany,1930-10-06,Monday
234,1930,Qtr 4,October,12,Latecoere,Latecoere 28F AJUU,La Rache Morocco,Aeropostale,0,4,4,Morocco,1930-10-12,Sunday
235,1930,Qtr 4,October,13,De Havilland,de Havilland DH.80 Puss MothVH UPC,Perth Australia,Ltd Wings,0,3,3,Australia,1930-10-13,Monday
236,1930,Qtr 4,October,28,Lockheed Martin,Lockheed VegaNC103W,Prince Rupert BC,Canada Alaska-Washington Airways,0,3,3,Canada,1930-10-28,Tuesday
237,1930,Qtr 4,October,30,Handley Page,Handley Page W 8G,Near Neufchatel France,Airways Imperial,0,3,6,France,1930-10-30,Thursday
238,1930,Qtr 4,October,30,Unknown,Pitcairn PA 6 Mailwing?,Brookston Indiana,Company Riddle Embry,0,1,1,USA,1930-10-30,Thursday
239,1930,Qtr 4,November,7,Junkers,Junkers G 24P,Off of Santos Brazil,Condor Syndicato,0,1,9,Brazil,1930-11-07,Friday
240,1930,Qtr 4,November,18,Boeing,Boeing 40NC5340,Techachapi Mountains California,Transport Air Pacific,0,3,3,USA,1930-11-18,Tuesday
241,1930,Qtr 4,December,9,Loening,Loening C W Air Yaht?,Shanghai China,Corporation Aviation National China,0,4,6,China,1930-12-09,Tuesday
242,1931,Qtr 1,January,8,Fokker,Fokker F VIIOO,Melle Belgium,Sabena,0,2,2,Belgium,1931-01-08,Thursday
243,1931,Qtr 1,January,22,Boeing,Boeing 40NC741K,Bluff Mountain Washington,Lines Air Varney,0,1,1,USA,1931-01-22,Thursday
244,1931,Qtr 1,February,8,Desoutter,Desoutter IIZK ACA,Wairoa New,Lines Air ZealandDominion,0,3,3,New Zealand,1931-02-08,Sunday
245,1931,Qtr 1,February,20,Fokker,Fokker Universal F 14?,Bagot Manitoba,Canada Western Canada Airways,0,2,3,Canada,1931-02-20,Friday
246,1931,Qtr 1,February,24,Latecoere,Latecoere 32F AITX,Off SpainAeropostale,Unknown,0,1,3,Spain,1931-02-24,Tuesday
247,1931,Qtr 1,March,21,Avro,Avro 10VH UMF,New South Wales Australia,Airways National Australian,0,8,8,Australia,1931-03-21,Saturday
248,1931,Qtr 1,March,31,Fokker,Fokker F10A TrimotorNC 999,Bazaar Kansas,Air Western and Continental Trans,0,8,8,USA,1931-03-31,Tuesday
249,1931,Qtr 2,April,14,Messerschmitt,Messerschmitt M 20D,Near Letschen Germany,Lufthansa Deutsche,0,2,10,Germany,1931-04-14,Tuesday
250,1931,Qtr 2,May,5,Boeing,Boeing 40NC5390,Burbank California,Transport Air Pacific,0,2,2,USA,1931-05-05,Tuesday
251,1931,Qtr 2,May,22,Junkers,Junkers W 34VH,Wampit Australia,Airways Guiena,0,1,1,Australia,1931-05-22,Friday
252,1931,Qtr 2,May,24,Boeing,Boeing 95NC397E,Bellefonte Pennsylvania,Transport Air National,0,1,1,USA,1931-05-24,Sunday
253,1931,Qtr 2,June,7,Fokker,Fokker F VIIBPH,Near Sandoway Burma,Orient Air,0,4,4,Myanmar,1931-06-07,Sunday
254,1931,Qtr 2,June,11,Unknown,Lockheed Vega 2NC857E,Walbridge Ohio,Service Flying Rubner,0,2,3,USA,1931-06-11,Thursday
255,1931,Qtr 2,June,13,Dornier,Dornier MerkurD 1455,Saarbrucken Germany,Lufthansa Deutsche,0,4,4,Germany,1931-06-13,Saturday
256,1931,Qtr 3,July,12,Lockheed Martin,Lockheed VegaNC8497,Chicago Illinois,Airlines Braniff,0,2,2,USA,1931-07-12,Sunday
257,1931,Qtr 3,July,14,Unknown,Lasco LascowlVH UGF,Temora Australia,Services Aerial Australian,0,2,2,Australia,1931-07-14,Tuesday
258,1931,Qtr 3,July,21,Unknown,Pitcairn PA 6 Mailwing?,Centralia Illinois,Airways American,0,1,1,USA,1931-07-21,Tuesday
259,1931,Qtr 3,July,24,Fokker,Fokker F VIIF,Kurudjevo Bulgaria,CIDNA,0,7,7,Bulgaria,1931-07-24,Friday
260,1931,Qtr 3,August,9,Ford,Ford 5 AT,Cincinnati Ohio,Airways American,0,6,6,USA,1931-08-09,Sunday
261,1931,Qtr 3,September,14,Lockheed Martin,Lockheed VegaNC606,Chicago Illinois,Airways Chicago-Detroit,0,1,1,USA,1931-09-14,Monday
262,1931,Qtr 3,September,15,Fokker,Fokker F VIIb,Near Craiova Oltenia,Romania CIDNA,0,6,6,Romania,1931-09-15,Tuesday
263,1931,Qtr 3,September,16,Boeing,Boeing 40NC10347,Oakland California,Transport Air Pacific,0,4,4,USA,1931-09-16,Wednesday
264,1931,Qtr 4,October,6,Heinkel,Heinkel HE 2D,Novia Scotia Canada,Lufthansa Deutsche,0,3,3,Canada,1931-10-06,Tuesday
265,1931,Qtr 4,October,14,Dornier,Dornier WalP BALSA,BrazilSyndicato Condor,Unknown,0,3,3,Brazil,1931-10-14,Wednesday
266,1931,Qtr 4,November,5,Lockheed Martin,Lockheed Orion 9NC12221,Camden New,Phil.          JerseyNY,0,5,5,New Zealand,1931-11-05,Thursday
267,1931,Qtr 4,November,13,De Havilland,De Havilland DH.80ZS ACD,Sir Lowry's pass South,Airways AfricaUnion,0,3,3,South Africa,1931-11-13,Friday
268,1931,Qtr 4,November,23,Boeing,Boeing 40NC7465,Salt Lake City Utah,Transport Air Boeing,0,1,1,USA,1931-11-23,Monday
269,1931,Qtr 4,November,24,Stinson,Stinson?,Near Tsinan China,Corporation Aviation National China,0,3,3,China,1931-11-24,Tuesday
270,1931,Qtr 4,November,26,Boeing,Boeing 40NC10338,Pasco Washington,Lines Air Varney,0,1,1,USA,1931-11-26,Thursday
271,1931,Qtr 4,December,5,Unknown,Lockheed Vega 5NC433E,Kewanee Illinois,Airways Braniff,0,2,6,USA,1931-12-05,Saturday
272,1931,Qtr 4,December,6,Fokker,Fokker F VIIb,Bangkok Thailand,Airlines Dutch Royal KLM,0,5,7,Thailand,1931-12-06,Sunday
273,1931,Qtr 4,December,9,Unknown,CAMS 56F AIOX,Off AlgiersAeropostale,Unknown,0,2,2,Algeria,1931-12-09,Wednesday
274,1931,Qtr 4,December,31,Fairchild,Fairchild Pilgrim 100A?,Springfield Ohio,Airways American,0,4,5,USA,1931-12-31,Thursday
275,1932,Qtr 1,January,21,Stinson,Stinson SM 2ANC443H,Colvin Park Ilinois,Airways Northwest,0,1,1,USA,1932-01-21,Thursday
276,1932,Qtr 1,January,29,Stinson,Stinson SM 6000BNC10813,Lebec California,Lines Pacific Century,0,8,8,USA,1932-01-29,Friday
277,1932,Qtr 1,February,1,Fairchild,Fairchild?,Off Miami Florida,Airways Bimini,0,5,5,USA,1932-02-01,Monday
278,1932,Qtr 1,February,2,Boeing,Boeing 40 NC291,Rio Vista California,Transport Air Boeing,0,1,2,USA,1932-02-02,Tuesday
279,1932,Qtr 1,February,2,Stearman,Stearman C 3MBNC6411,Marcellus Michigan,Airlines Transamerican,0,1,1,USA,1932-02-02,Tuesday
280,1932,Qtr 1,February,27,Latecoere,Latecoere 28F AJOX,Off Setiba Brazil,Aeropostale,0,3,3,Brazil,1932-02-27,Saturday
281,1932,Qtr 1,March,8,Stinson,Stinson SM 6000BNC11122,Saint Louis Illinois,Lines Air Century,0,3,5,USA,1932-03-08,Tuesday
282,1932,Qtr 1,March,19,Fokker,Fokker F 10ANC652E,Calimesa California,Airways American,0,7,7,USA,1932-03-19,Saturday
283,1932,Qtr 1,March,21,Northrop,Northrop Alpha 3NC966Y,Steubenville Ohio,Air Western and Continental Trans,0,1,1,USA,1932-03-21,Monday
284,1932,Qtr 1,March,29,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,0,3,3,Iraq,1932-03-29,Tuesday
285,1932,Qtr 1,March,31,Boeing,Boeing 95NC191E,Bedford Ohio,Transport Air National,0,1,1,USA,1932-03-31,Thursday
286,1932,Qtr 2,April,21,Stearman,Stearman C 3MBNC6412,Fort Wayne Indiana,Airlines Transamerica,0,1,1,USA,1932-04-21,Thursday
287,1932,Qtr 2,May,16,Boeing,Boeing 40NC5589,Burbank California,Transport Air Pacific,0,3,3,USA,1932-05-16,Monday
288,1932,Qtr 2,May,30,Boeing,Boeing 40NC830M,Portland Oregon,Lines Air Varney,0,1,2,USA,1932-05-30,Monday
289,1932,Qtr 3,July,16,Ford,Ford 5 AT,Mount El Plomo near,Chile          Vitacura Panagra,0,9,9,Equatorial Guinea,1932-07-16,Saturday
290,1932,Qtr 3,August,12,Unknown,CAMS 53F AIQY,Beyrouth Lebanon,Orient Air,0,0,7,Lebanon,1932-08-12,Friday
291,1932,Qtr 3,August,31,Junkers,Junkers G 23SE,Tubergen Germany,Aerotransport B A,0,2,2,Germany,1932-08-31,Wednesday
292,1932,Qtr 3,September,8,Fokker,Fokker F 10NC9716,Salt Flats Texas,Airways American,0,3,4,USA,1932-09-08,Thursday
293,1932,Qtr 3,September,17,Liore et Olivier,Liore  et,Selsdon Park England,Union Air,0,1,2,UK,1932-09-17,Saturday
294,1932,Qtr 3,September,18,De Havilland,De Havilland DH 80VH,Byron Bay Australia,Airways England New,0,3,3,Australia,1932-09-18,Sunday
295,1932,Qtr 4,October,12,Latecoere,Latecoere 28F AJIP,Port Etienne Mauritania,Aeropostale,0,1,1,Mauritania,1932-10-12,Wednesday
296,1932,Qtr 4,October,26,Ford,Ford Tri motor 5?,Villa Monte Bolivia,Boliviano Aero Lloyd,0,2,2,Bolivia,1932-10-26,Wednesday
297,1932,Qtr 4,October,29,Junkers,Junkers W 33 D,Ramsgate England,Lufthansa Deutsche,0,2,2,UK,1932-10-29,Saturday
298,1932,Qtr 4,November,2,Junkers,Junkers F 13D,Echterpfuhl Germany,Lufthansa Deutsche,0,5,5,Germany,1932-11-02,Wednesday
299,1932,Qtr 4,November,25,Unknown,Travel Air 6000 NC369M,Marianna Arkansas,Airways Hunter,0,2,2,USA,1932-11-25,Friday
300,1932,Qtr 4,December,14,Boeing,Boeing 40NC281,Rocky Ridge Colorado,Transport Air Boeing,0,1,1,USA,1932-12-14,Wednesday
301,1932,Qtr 4,December,14,Ford,Ford 5NC9650,Amarillo Texas,Air Western and Continental Trans,0,2,2,USA,1932-12-14,Wednesday
302,1932,Qtr 4,December,26,De Havilland,De Havilland DH 60VH,Wau Australia,Airways Guinea,0,1,1,Australia,1932-12-26,Monday
303,1933,Qtr 1,January,10,Unknown,CAMS 53F AISV,AlgiersAeropostale,Unknown,0,1,3,Algeria,1933-01-10,Tuesday
304,1933,Qtr 1,January,14,Curtiss,Curtiss Condor 18NC185H,Newark New,Transport Air JerseyEastern,0,2,2,New Zealand,1933-01-14,Saturday
305,1933,Qtr 1,January,20,Stearman,Stearman 4N490W,Marietta Georgia,Airways American,0,1,1,USA,1933-01-20,Friday
306,1933,Qtr 1,January,20,Stearman,Stearman 4NC11721,Bourne Texas,Airways American,0,1,1,USA,1933-01-20,Friday
307,1933,Qtr 1,January,24,Ford,Ford 5 AT,Eugene Oregon,Transport Air Pacific,0,2,3,USA,1933-01-24,Tuesday
308,1933,Qtr 1,March,11,Fairchild,Fairchild FC 2WNC9723,Near Mendoza Argentina,Airways Grace American Pan,0,2,2,Argentina,1933-03-11,Saturday
309,1933,Qtr 1,March,25,Lockheed Martin,Lockheed Orion 9NC12226,Hayward California,Airlines Varney,11,3,3,USA,1933-03-25,Saturday
310,1933,Qtr 1,March,28,Armstrong,Armstrong Whitworth Argosy IIG AACI,Near Dixmude Belgium,Airways Imperial,0,15,15,Belgium,1933-03-28,Tuesday
311,1933,Qtr 2,April,3,Junkers,Junkers F 13D,Hemkenrode Germany,Lufthansa Deutsche,0,1,2,Germany,1933-04-03,Monday
312,1933,Qtr 2,April,4,Goodyear,Goodyear  Zeppelin U.S.S. Akron (airship)ZRS,Off Barnegat New,Navy U.S. - JerseyMilitary,0,73,76,New Zealand,1933-04-04,Tuesday
313,1933,Qtr 2,April,23,Unknown,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,0,5,8,Italy,1933-04-23,Sunday
314,1933,Qtr 2,April,29,Junkers,Junkers W 34D,Traunstein Germany,Eurasia,0,4,4,Germany,1933-04-29,Saturday
315,1933,Qtr 2,May,9,Latecoere,Latecoere 28 1F,Near Viladrau Spain,Company Tecoere La - Aeropostale,0,6,6,Spain,1933-05-09,Tuesday
316,1933,Qtr 2,June,4,Unknown,Pitcairns PA 6?,Bowling Green Virginia,Transport Air Eastern,0,1,1,USA,1933-06-04,Sunday
317,1933,Qtr 2,June,11,Sikorsky,Sikorsky S 38B (flying boat)NC,Glenview Illinois,Palwaukee,0,9,9,USA,1933-06-11,Sunday
318,1933,Qtr 3,July,18,Costruzioni Meccaniche ed Aeronautiche Società per Azioni (CMASA),CMASA Wal (flying boat)I AZEE,Aegean SeaSocieta Anonima Aero Expresso Italiana,Unknown,0,6,6,International Waters,1933-07-18,Tuesday
319,1933,Qtr 3,August,29,Ford,Ford 5 AT,Quay New,Air Western and Continental MexicoTrans,0,5,5,New Zealand,1933-08-29,Tuesday
320,1933,Qtr 3,September,12,Farman,Farman F 306YU,Near Ljubljana Yugoslavia,Aeroput,0,8,8,Yugoslavia,1933-09-12,Tuesday
321,1933,Qtr 4,October,10,Boeing,Boeing 247NC13304,Chesterton Indiana,Lines Air United,0,10,10,USA,1933-10-10,Tuesday
322,1933,Qtr 4,October,31,Farman,Farman F 301F,Etobon France,France Air,0,2,5,France,1933-10-31,Tuesday
323,1933,Qtr 4,November,9,Boeing,Boeing 247NC13345,Portland Oregon,Lines Air United,0,4,10,USA,1933-11-09,Thursday
324,1933,Qtr 4,November,10,Northrop,Northrop DeltaNC12292,Moriarty New,Air Western and Continental MexicoTrans,0,0,1,New Zealand,1933-11-10,Friday
325,1933,Qtr 4,November,20,Stinson,Stinson?,Near Tsinan China,Corporation Aviation National China,0,8,8,China,1933-11-20,Monday
326,1933,Qtr 4,November,21,Kalinin,Kalinin K 7?,Near Kharkov Ukraine,USSRKalinin,0,14,20,Ukraine,1933-11-21,Tuesday
327,1933,Qtr 4,November,24,Boeing,Boeing 247NC13324,Wedron Illinois,Transport Air National,0,2,2,USA,1933-11-24,Friday
328,1933,Qtr 4,December,11,Focke-Wulf,Focke  Wulf A,Hamburg Germany,Lufthansa Deutsche,0,6,10,Germany,1933-12-11,Monday
329,1933,Qtr 4,December,14,Junkers,Junkers W 34ZS,Eshowe South,Airways AfricaUnion,0,5,6,South Africa,1933-12-14,Thursday
330,1933,Qtr 4,December,30,Avro,Avro 10G ABLU,Near Ruysselede Belgium,Airways Imperial,0,10,10,Belgium,1933-12-30,Saturday
331,1934,Qtr 1,January,15,Dewoitine,Dewoitine D 332F,Corbigny France,France Air,0,14,14,France,1934-01-15,Monday
332,1934,Qtr 1,January,20,Breguet,Breguet 280TF AJKX,Carombe France,France Air,0,2,2,France,1934-01-20,Saturday
333,1934,Qtr 1,February,23,Boeing,Boeing 247NC13357,Near Salt Lake City Utah,Company Aircraft Boeing,0,8,8,USA,1934-02-23,Friday
334,1934,Qtr 1,February,26,Latecoere,Latécoère 28F AJPA,Rio de Oro Morocco,France Air,0,1,6,Morocco,1934-02-26,Monday
335,1934,Qtr 1,March,6,Fairchild,Fairchild Pilgrim 100ANC710Y,Petersburg Illinois,Airways American,0,4,4,USA,1934-03-06,Tuesday
336,1934,Qtr 1,March,10,Sikorsky,Sikorsky S 38 Flying BoatNC,Pereira Colombia,(Scadta) Airways American Pan,0,5,6,Colombia,1934-03-10,Saturday
337,1934,Qtr 1,March,22,Ford,Ford 5 AT,Near Lima Peru,Airlines Grace American Pan,0,3,15,Peru,1934-03-22,Thursday
338,1934,Qtr 2,April,10,Sikorsky,Sikorsky S 38BBNV17V,Ningpo Bay China,Corporation Aviation National China,0,3,3,China,1934-04-10,Tuesday
339,1934,Qtr 2,May,9,Wibault,Wibault 282TF AMHP,English ChannelAir France,Unknown,0,6,6,France,1934-05-09,Wednesday
340,1934,Qtr 2,May,31,Liore et Olivier,Liore  et,Croydon England,France Air,0,2,2,UK,1934-05-31,Thursday
341,1934,Qtr 2,June,9,Curtiss,Curtiss Condor T 32NC12354,Mongaup Mountain New,Airways YorkAmerican,0,7,7,New Zealand,1934-06-09,Saturday
342,1934,Qtr 2,June,11,Ford,Ford 5 AT,Junin Argentina,Panagra,0,6,10,Argentina,1934-06-11,Monday
343,1934,Qtr 2,June,22,Dornier,Dornier MerkurD 1445,Chausseehausen Germany,Lufthansa Deutsche,0,1,7,Germany,1934-06-22,Friday
344,1934,Qtr 2,June,23,Lockheed Martin,Lockheed OrionXA BEJ,Burbank California,Service Air Centrales Aerevias,0,1,1,USA,1934-06-23,Saturday
345,1934,Qtr 3,July,9,Lockheed Martin,Lockheed VegaNC32E,San Bernardino California,Services Air United,0,3,4,USA,1934-07-09,Monday
346,1934,Qtr 3,July,27,Curtiss,Curtiss AT 32C CondorCH,Near Tuttlingen Germany,Swissair,0,12,12,Germany,1934-07-27,Friday
347,1934,Qtr 3,August,5,Latecoere,Latecoere 26F AILK,Bahia Brazil,France Air,0,2,2,Brazil,1934-08-05,Sunday
348,1934,Qtr 3,August,10,Sikorsky,Sikorsky S 38B?,Ningbo China,Corporation Aviation National China,0,0,0,China,1934-08-10,Friday
349,1934,Qtr 3,August,31,Stinson,Stinson  SM 6000BNC11118,Amazonia Missouri,Transport Air Rapid,0,5,5,USA,1934-08-31,Friday
350,1934,Qtr 4,October,2,De Havilland,de havilland 89 Dragon RapideG ACPM,English ChannelHillman's Airways,Unknown,0,7,7,International Waters,1934-10-02,Tuesday
351,1934,Qtr 4,October,3,De Havilland,de Havilland DH 50AVH,Near Winton Australia,Qantas,0,3,3,Australia,1934-10-03,Wednesday
352,1934,Qtr 4,October,19,De Havilland,de Havilland DH 86VH,Bass Strait Australia,Airways Holymans,0,11,11,Australia,1934-10-19,Friday
353,1934,Qtr 4,November,2,De Havilland,De Havilland DH 61VH,Kiapit Australia,Service Transport Air Holdens,0,2,4,Australia,1934-11-02,Friday
354,1934,Qtr 4,November,15,De Havilland,de Havilland DH 86VH,Near Longreach Australia,Qantas,0,4,4,Australia,1934-11-15,Thursday
355,1934,Qtr 4,November,15,Stinson,Stinson SM 6000,Amazonia Montana,Transport Air Rapid,0,2,2,USA,1934-11-15,Thursday
356,1934,Qtr 4,December,7,Junkers,Junkers F 13D,Salchau Germany,Lufthansa Deutsche,0,3,3,Germany,1934-12-07,Friday
357,1934,Qtr 4,December,8,Unknown,Lockheed Vega 5CNC106W,Columbia Missouri,Airlines Braniff,0,1,1,USA,1934-12-08,Saturday
358,1934,Qtr 4,December,10,Ford,Ford 4 AT,Palma Soriano Cuba,Aviacion de Cubana,0,4,8,Cuba,1934-12-10,Monday
359,1934,Qtr 4,December,20,McDonnell Douglas,Douglas DC 2,Rutbah Wells Syria,Airlines Dutch Royal KLM,0,7,7,Syria,1934-12-20,Thursday
